section,title,date,page,url,relate_stock,real_title,contents,datetime
기업/종목분석,"로보쓰리에이아이앤로보틱스, 베이커리 업체와 '서빙로봇' 총판 계약",2024-02-13,4,https://n.news.naver.com/mnews/article/014/0005141431,[],"로보쓰리에이아이앤로보틱스, 베이커리 업체와 '서빙로봇' 총판 계약",버터풀앤크리멀러스와 '맞손'...지난해 매출 31% 규모 로보쓰리에이아이앤로보틱스 회사 로고. (출처: 로보쓰리에이아이앤로보틱스) [파이낸셜뉴스] 코넥스 기업 로보쓰리에이아이앤로보틱스(ROBO3Ai&ROBOTICS)가 베이커리 전문점 버터풀앤크리멀러스와 서빙로봇 총판 계약을 맺었다고 13일 밝혔다. 계약 규모는 2억 5000만원으로 지난해 매출의 31% 수준이다. 버터풀앤크르멀러스는 국내 14개 직영점을 운영하고 있다. 향후 전국에 100개호 지점 오픈을 목표로 프랜차이즈 사업을 추진하고 있다. 로보쓰리에이아이앤로보틱스는 올해 매출 100억원 달성을 위해 신제품 개발 및 마케팅에 집중하고 있다. 회사 관계자는 “현재 소방로봇의 시연이 끝났고 버전 업그레이드 후 소방당국에 지원할 것”이라며 “추가로 다수의 경비 업체에 보안로봇에 대한 마케팅을 진행하고 있고 캐디봇 출시도 상반기에 예정돼 있다”고 설명했다. 황용운 대표는 “올해 목표한 바를 이루기 위해 전 임직원이 연구 개발에 매진하고 있다”며 “주주가치 제고를 위해 끊임없는 노력과 성과를 이룰 것”이라고 말했다. 한편 이 회사는 최대주주로 있는 자이냅스와 협력해 상반기 내에 챗GPT를 탑재한 완벽한 상호대화 가능 AI 로봇을 개발하고 판매까지 계획하고 있다. #로봇 #서빙로봇 #로보쓰리에이아이앤로보틱스 #자이냅스 #버터풀앤크리멀러스,2024-02-13 13:37
기업/종목분석,"서진시스템, 분기 역대 최고 매출·영업익 경신",2024-02-13,4,https://n.news.naver.com/mnews/article/014/0005141430,['삼성SDI'],"서진시스템, 분기 역대 최고 매출·영업익 경신","2023년 4·4분기 매출 2580억원, 영업이익 421억원 서진시스템 CI [파이낸셜뉴스] 첨단산업 장비 및 부품 공급사 서진시스템이 지난해 4·4분기 매출액 2580억원, 영업이익 421억원(영업이익률 16.3%)을 기록했다. 이는 역대 최고 실적이다. 13일 금융감독원 전자공시시스템에 따르면 서진시스템은 이날 잠정실적을 발표하고 지난해 연결기준 매출액 7777억원, 영업이익 573억원(영업이익률 7.3%)을 기록했다고 공시했다. 서진시스템 관계자는 ""에너지저장장치(ESS)부문 매출이 전년 동기 716억원에서 1297억원으로 81% 증가하며 실적을 견인했다""고 설명했다. 서진시스템은 플루언스에너지와 포윈에너지 등 글로벌 에너지기업을 우량 고객사로 두며 대량 수주를 지속하고 있다. 삼성SDI에 본격 공급을 시작한 전기차 배터리 부품 매출도 전년도 212억원 대비 3배 이상(216%) 증가한 671억원을 기록했다. 회사 관계자는 “4·4분기 매출과 영업이익에서 사상 최고치를 쓰며 영업이익률에서도 고무적인 결과가 나왔다""며 ""이는 일시적인 효과가 아니라 사업 포트폴리오 강화를 통해 앞으로 지속될 것으로 기대한다”고 밝혔다.",2024-02-13 13:35
기업/종목분석,"AI 반도체 설계 가온칩스, 日 수출 계약에 28%↑",2024-02-13,4,https://n.news.naver.com/mnews/article/008/0004997904,[],"AI 반도체 설계 가온칩스, 日 수출 계약에 28%↑",가온칩스가 13일 550여억원 규모 AI(인공지능)용 주문형 반도체 설계 개발 계약을 수주했다고 밝히면서 급등하고 있다.가온칩스는 코스닥에서 이날 오후 1시29분 전장대비 28.26% 상승한 8만8500원에 거래되고 있다. 이날 가온칩스는 556억6300만원 상당의 AI용 주문형 반도체 설계 개발과 관련한 일본향 수출 계약을 일본 현지법인 가온칩스 재팬이 수주했다고 공시했다. 이는 가온칩스의 2022년 매출액의 128% 규모에 해당한다.,2024-02-13 13:34
기업/종목분석,"[특징주]세코닉스, 美중국산 스마트카 부품 제한 검토..엔비디아와 자율주행카메라 개발 부각..",2024-02-13,4,https://n.news.naver.com/mnews/article/014/0005141419,[],"[특징주]세코닉스, 美중국산 스마트카 부품 제한 검토..엔비디아와 자율주행카메라 개발 부각↑","조 바이든 미국 대통령. 사진=연합뉴스 [파이낸셜뉴스] 세코닉스가 장중 오름세다. 미국 정부가 중국산 스마트카의 수입 제한을 검토하면서 엔비디아와의 협력 내용이 부각된 결과로 풀이된다. 13일 오후 1시 8분 현재 세코닉스는 코스닥시장에서 전 거래일 대비 5.99% 오른 7790원에 거래되고 있다. 이날 외신에 따르면 조 바이든 미국 행정부는 전기차 등 중국산 스마트카 차량 및 관련 부품에 대한 수입 제한을 검토하고 나섰다. 검토 배경은 스마트카가 수집하는 방대한 양의 데이터에 대한 우려로 보인다. 데이터 안보에 따른 결정으로 실현 가능성이 크다는 것이 업계 정설이다. 미 행정부는 중국 자동차 업체들이 멕시코 등 제 3국을 거쳐 미국시장에 진입하는 것을 막기 위해 완성차의 최종 조립 지역과 상관 없이 중국산 전기차와 관련 부품에 이 같은 조치를 적용할 예정이다. 이 같은 소식에 시장 참여자들은 수혜주 찾기 움직임에 분주하다. 스마트카 관련주로 꼽힌 세코닉스에도 장중 기대감에 몰리고 있다. 세코닉스는 광학렌즈사업을 시작으로 모바일 렌즈 중심의 사업을 영위하고 있다. 최근 자율주행차에 쓰이는 카메라 렌즈 기술 개발에 나섰고 인공지능(AI), 자율주행차 소프트웨어 기업인 엔비디아(NVIDIA)와 함께 자율주행 카메라를 개발하는 등 차세대 성장동력 확보도 순항 중이다.",2024-02-13 13:10
기업/종목분석,"에브리봇, 제스처 인식 AI 특허 출원..AI 서빙로봇 나온다",2024-02-13,4,https://n.news.naver.com/mnews/article/014/0005141405,[],"에브리봇, 제스처 인식 AI 특허 출원..AI 서빙로봇 나온다","에브리봇 CI [파이낸셜뉴스] 최근 사람 말귀를 알아듣는 인공지능(AI) 로봇이 등장한 가운데 에브리봇이 업계 최초로 AI 서빙로봇 상용화에 나선다. 에브리봇은 제스처 인식 AI 기반 로봇 제어 방법 관련 특허 2건을 출원했다고 13일 밝혔다. 이번 특허는 식당에서 손을 들어 종업원을 호출하는 것과 같이 제스처 인식 AI 기술을 바탕으로 서빙로봇을 호출하는 기능이다. 지난해 '로보월드전시회'에서 선보였던 제스처 인식 AI 서빙로봇에서 제스처 인식의 전 과정을 딥러닝 기반으로 개선해 기존 대비 정확도가 2배 이상 높아졌다. 서빙로봇에 활용했던 제스처 인식 AI는 고객환경에 맞춰 커스터마이징이 가능해 다양한 분야에 적용이 가능하다. 대형물류 창고 및 스마트팩토리 등 이동형 로봇을 작업자의 제스처 기반 원하는 동작을 하도록 명령을 내릴 수 있다. 에브리봇은 2021년부터 AI융합기술연구소 설립을 통해 AI, 사물인터넷(IoT), 빅데이터 등 혁신 기술을 융합한 서비스 로봇 개발에 박차를 가하고 있다. 이번 특허를 기반으로 AI 서빙로봇 상용화에 탄력이 붙을 전망이다. 현재 상용화를 위해 F&B 매장 전용 테스트베드를 구축하고 기술검증(PoC)을 진행 중이다. 올해 'CES 2024'는 물론 전 세계적으로 주목하고 있는 산업은 AI와 로봇으로 꼽힌다. 로봇에 AI를 탑재해 사람처럼 다양한 물체들을 실시간으로 식별하고 각각의 속성에 맞춰 다루지 못하는 단점을 보완한 AI 로봇이 개발되고 있다. 최근 모종이식 AI 로봇부터 제조현장 내 사람의 명령을 알아듣고 실행하는 AI 로봇까지 등장했다. 에브리봇은 자율주행로봇 개발을 완료하고 AI 엔진기술, 센싱기술, VSLAM(카메라를 이용해 동시적 위치 추정 및 지도 작성을 할 수 있는 기술), 영상·음성 인식 기능, 빅데이터 분석 기능 등을 고도화하고 있다. 에브리봇 관계자는 “제스처 인식 AI 관련 특허는 업계 최초로 확보한 만큼 의미가 크다“며 ”에브리봇은 궁극적으로 마치 사람처럼 판단하고 행동하는 서비스 로봇을 개발한다는 포부와 계획을 가지고 있다”고 설명했다. 이어 “이를 위해 각각의 요소 기술을 지속적으로 내재화하고 단기적으로는 서빙로봇, 케어로봇과 같은 특정한 임무를 수행하는 AI 서비스 로봇을 개발할 예정이다""라며 ""장기적으로는 인간처럼 상황을 인지하고 행동하는 로봇을 개발해 시장을 선도해 나갈 예정”이라고 덧붙였다.",2024-02-13 24:25
기업/종목분석,"“아버지, 이름만 올려둘게요”···만연한 회계법인 ‘가족 짬짜미’",2024-02-13,4,https://n.news.naver.com/mnews/article/014/0005141395,[],"“아버지, 이름만 올려둘게요”···만연한 회계법인 ‘가족 짬짜미’","금감원, 중소형 회계법인 부당거래 혐의 적발10개 법인, 회계사 55명, 부당금액 50억 사진=뉴시스[파이낸셜뉴스] #. A회계법인 소속 이사 a씨는 자신의 아버지(81세)를 거래처 담당 직원으로 고용해놓고 월 평균 150만원(총8300만원)이라는 가공급여를 지급했다. 하지만 출입기록, 지정좌석은 없었고 담당업무도 불분명했다. 이처럼 사실상 이름만 올려놓고 가족에게 임금을 부당 지급한 중소형 회계법인 고위직들이 대거 적발됐다. 소속 회계사나 그 가족 등이 주주로 있는 페이퍼컴퍼니에, 의뢰한 용역은 받지도 않은 채 수수료를 지급한 경우도 발견됐다. 13일 금융감독원에 따르면 지난해 감사인 감리 대상인 12개 중소형 회계법인에 대한 점검 결과 10개 회계법인 소속 회계사 55명에 대해 이 같은 문제들이 드러났다. 부당행위금액은 총 50억4000만원에 달한다. a씨 사례뿐 아니라 자기 동생을 운전기사로 고용해 총 5700만원(월 평균 190만원)의 가공급여를 주거나, 고령의 어머니(71세)에게 사무실 청소명목으로 4000만원 상당 기타소득 부당지급한 회계법인 임원들도 있었다. 페이퍼컴퍼니 형태 특수관계법인에 용역을 의뢰하고 실제 용역 제공은 없이 수수료 명목으로 비용을 지급한 유형들도 잡혔다. B회계법인 이사 b씨는 금융상품가치 평가에 필요한 정보를 본인 특수관계법인으로부터 고가에 구입하는 용역 계약을 맺었다. 회원가입만 하면 300만원에 취득할 수 있는 정보를 굳이 1억7000만원을 주고 입수한 것이다. C회계법인 소속 회계사 c씨는 비상장주식 매각 성공보수 5억2000만원을 한 페이퍼컴퍼니에 넘겼다. 그런데 매각자문 업무를 하청 받은 해당 페이퍼컴퍼니는 용역을 수행하지 않았음에도 해당 금액을 고스란히 받았다. c씨 장인이 대표이사였다. 그런가 하면 회계법인 소속으로서 대부업을 운영하면서 회계법인을 이용해 소상공인으로부터 최고금리 제한을 초과하는 이자를 받아낸 회계사도 있었다. 대출중개인을 고용해 소상공인 대상 신용카드 매출채권 담보대출을 취급하고, 최고금리 제한(연 24%)를 우회하려는 목적으로 차입자로부터 약정이자(연 24%) 외 연 평균 4.3%에 이르는 추가수수료를 경영자문 명목으로 수취하는 방식이었다. 심지어 한 회계법인은 이미 퇴사한 회계사에게 과거 관리하던 고객사 관련 매출의 30%(총 1억2000만원)을 별다른 이유 없이 매년 지급했다. 이 행위는 알선수수료를 금한 공인회계사 윤리규정 위반 소지가 있다는 게 금감원 판단이다. 금감원은 소속 공인회계사 횡령·배임 혐의 관련 정보를 수사기관에 제공하고, 공인회계사법 및 대부업법 위반 혐의 내용은 한국공인회계사회나 지방자치단체 소관기관에 통보할 계획이다. 이와 함께 내부통제 강화방안을 강구해 자금·인사, 성과급 지급 등 통합관리체계가 정착될 수 있도록 할 방침이다. #페이퍼컴퍼니 #가족 #중소형회계법인 #특수관계법인 #가공급여 #부당지급",2024-02-13 24:01
기업/종목분석,오늘의 증시 메모[2월 14일],2024-02-13,4,https://n.news.naver.com/mnews/article/011/0004298864,['셀트리온'],오늘의 증시 메모[2월 14일],[서울경제] <유가증권>▲공모주청약=에이피알(주관사 신한) ▲구주주유상청약=삼성제약(001360) ▲보통주추가상장=셀트리온(068270)(주식매수선택권행사) 삼일제약(000520)(국내CB) 더블유게임즈(192080)(무상)<코스닥>▲공모주청약=코셈(주관사 키움) 이에이트(한화) 케이웨더(NH) ▲구주주유상청약=케이에스피(073010) ▲보통주추가상장=가온그룹·HLB테라퓨틱스·HLB제약(047920)(국내CB),2024-02-13 13:56
기업/종목분석,"코스피, 외국인·기관 쌍끌이 매수…3거래일 연속↑",2024-02-13,4,https://n.news.naver.com/mnews/article/008/0004997862,"['SK', 'SK하이닉스', '기아', '삼성바이오로직스', '삼성전자', '셀트리온', '현대차']","코스피, 외국인·기관 쌍끌이 매수…3거래일 연속↑","지난 연휴 미국 증시에서 S&P500지수가 사상 처음 5000선을 돌파한 가운데 국내 증시는 13일 강세를 보이고 있다. 이날 오전 11시22분 코스피는 전 거래일 대비 30.31포인트(1.16%) 상승한 2650.63에 거래중이다.이로써 지난 7일 1.30% 상승 마감한 코스피는 이날까지 3거래일 연속 오름세를 나타내고 있다.외국인과 기관이 쌍끌이 매수에 나섰다. 외국인과 기관은 각각 4045억원, 2620억원을 순매수중이다. 반면 개인은 7808억원을 순매도했다.업종별로는 전기가스업이 2.65% 오름세고 의약품, 운수장비 등도 상승을 기록 중이다. 시가총액 상위종목에선 기아가 4.5% 상승을 기록 중이고 SK하이닉스는 3.92% 오름세다. 삼성전자, 삼성바이오로직스 현대차 삼성전자우 셀트리온 등도 상승 중이다. 다만 포스코홀딩스는 3% 하락 중이다.코스닥 지수 역시 지난 7일부터 이날까지 3거래일 연속 상승세다. 지난 8일엔 1.81% 강세로 장을 마친 바 있다. 코스피 지수는 26.87포인트(1.03%) 상승한 2647.20을 나타냈다.업종별로는 반도체가 5% 이상 강세고 IT, 통신장비도 3~4% 오름세를 나타냈다. 외국인이 412억원, 개인이 6억원 순매수한 반면 기관은 383억원 순매도했다. 시총 상위 종목 중에선 HPSP가 25.23% 급등 중이고 엔켐도 17.48% 오름세다. 리노공업도 6% 넘게 오르고 있다.지난 9일(현지시간) 미국 뉴욕증시에서 S&P500 지수는 전장보다 28.70포인트(0.57%) 오른 5026.61로 마감했다.",2024-02-13 11:43
기업/종목분석,"신영證, ‘고액자산가 전담’ APEX프라이빗클럽 해운대 오픈",2024-02-13,4,https://n.news.naver.com/mnews/article/009/0005257667,[],"신영證, ‘고액자산가 전담’ APEX프라이빗클럽 해운대 오픈","부울경 고액자산가 서비스 강화센터장엔 베테랑 서영숙 이사 사진=신영증권신영증권이 고액자산가 자산관리(WM) 센터를 이전 오픈해 관련 서비스를 강화했다.13일 신영증권은 ‘APEX프라이빗클럽 해운대’를 이전 오픈했다고 밝혔다. 이번 오픈을 통해 부울경(부산·울산·경남) 지역 WM비즈니스 강화에 속도를 낸다는 방침이다.APEX프라이빗클럽은 고액자산가(HNW:High Net Worth) 고객의 니즈에 부합하는 최적의 솔루션 제공을 위해 전문인력과 공간, 제반 콘텐츠 모두 갖춘 신영증권의 프리미엄 자산관리 센터다.신영증권 APEX프라이빗클럽은 2022년 청담에 1호점을 오픈한 이후, 자산 보호, 자산 증식, 자산의 세대 이전과 관련해 고객 컨설팅을 진행했다. 이러한 경험과 노하우를 담아 지난해 명동에 2호점을 오픈했으며, 이후 부산에 3호점의 문을 열었다.APEX프라이빗클럽 해운대는 부산에서 20년 가까이 고액 자산가그룹 관리를 담당해 온 서영숙 이사가 센터장을 맡는다. 서 센터장은 신영증권에서도 신뢰 고객층이 두터운 베테랑 프라이빗뱅커(PB)로 손꼽힌다.APEX프라이빗클럽 해운대에서는 다양한 차별화 서비스를 선보인다.우선 APEX프라이빗클럽 서비스를 만나볼 수 있다. APEX프라이빗클럽 서비스는 본사의 전문가 그룹(포트폴리오·세무·부동산·헤리티지 등)이 전담하는 대표 서비스다. 고객 맞춤형 솔루션을 찾고 사후 관리까지 통합적으로 제공해 평균적 트렌드나 단편적 제안에 만족하지 못했던 자산가 고객들에게 좋은 평가를 받고 있다.클럽딜 투자와 종합 IB지원 서비스도 제공한다. 상품공급 부서와의 협력을 통해 투자 트렌드를 공유하고 클럽딜을 함께 추진한다. 또한 기업 소유가 많은 지역 자산가들의 특성을 고려하여 기업공개(IPO), 자금조달, 자산유동화, 가업승계 등 전문적인 서비스를 연결할 계획이다.서 센터장은 “APEX프라이빗클럽 해운대는 프라이빗하고 감각적인 공간에서 차별화된 서비스를 바탕으로 고객의 목표를 이뤄줄 수 있는 맞춤형 전략과 솔루션을 구현할 것”이라며 “글로벌 자산 배분 투자전략 서비스, 자산승계 서비스 제공 등을 통해 부울경 지역 내 거점 금융센터로 손꼽힐 수 있도록 노력하겠다”고 밝혔다.",2024-02-13 11:37
기업/종목분석,“몰빵 투자 그만” 삼성증권 ‘올인왕자’ 유튜브 콘텐츠 화제,2024-02-13,4,https://n.news.naver.com/mnews/article/009/0005257665,['삼성증권'],“몰빵 투자 그만” 삼성증권 ‘올인왕자’ 유튜브 콘텐츠 화제,"어린왕자 패러디물, 분산투자 강조6부 누적 조회수 130만뷰 돌파 사진=삼성증권업계 최대 유튜브 구독자(175만명) 수를 보유한 삼성증권의 공식 유튜브채널(Samsung POP)에서 포트폴리오 투자를 권장하는 쇼츠 드라마 형식의 콘텐츠 ‘올인왕자’가 호평을 얻고 있다.올인왕자는 여러 행성을 여행하며 인간의 삶과 관계에 대한 깨달음을 얻는 세계적인 소설 ‘어린왕자’를 패러디한 콘텐츠다. 콘텐츠는 총 6편으로 제작됐다. 프롤로그에서는 ‘투자는 무조건 올인’이라는 마인드를 가진 올인왕자가 올인 투자의 위험성을 경고하는 장미꽃과의 갈등 끝에 다른 행성으로 떠나게 된다.이후 여러 행성을 여행하며 ‘작전주 투자’, ‘고위험상품 투자’, ‘빚투’를 하다 위기에 처한 올인왕자가 마지막 행성에서 투자의 현인 여우를 만나 투자에 대한 책임을 깨닫고 지난 흑역사를 반성하게 된다. 마지막 에필로그에서는 시장의 변동성에 대응하는 포트폴리오 투자를 다짐하며 장미꽃과 함께 잃지 않는 투자를 시작한다는 내용으로 마무리된다.올인왕자의 무지성 투자 행태를 코믹하게 풀어낸 이 스토리에 2030 투자자들은 댓글로 크게 공감을 표현하고 있다. 또한, 2월 5일 기준으로 여섯 편 콘텐츠 모두 조회수 25만회 내외를 기록해 증권사 유튜브 콘텐츠로는 상당히 높은 반응을 보이고 있다.방일남 삼성증권 미디어전략팀장은 “올인왕자 콘텐츠를 통해 고위험 고수익을 추구하는 투자 행태의 위험성 및 포트폴리오 투자의 중요성을 전달하고 싶었다”며 “삼성증권 투자자들이 성공 투자로 나아갈 수 있도록 앞으로도 다양한 유튜브 투자정보 콘텐츠를 기획하고 제작하겠다”고 밝혔다.",2024-02-13 11:35
기업/종목분석,"미래에셋증권, 퇴직연금 DC·IRP 중장기 수익률 1위",2024-02-13,4,https://n.news.naver.com/mnews/article/009/0005257662,['미래에셋증권'],"미래에셋증권, 퇴직연금 DC·IRP 중장기 수익률 1위","미래에셋증권은 지난 2023년말 기준 퇴직연금 수익률 공시에서 확정기여형(DC)과 개인형퇴직연금(IRP) 상위 10개 사업자 중 원리금 비보장 상품의 5,7,10년 연평균 수익률 1위를 기록했다고 13일 밝혔다.미래에셋증권의 DC 중장기 연평균 수익률은 3년 1%, 5년 5.2%, 7년 3.87%, 10년 3.22%, IRP 중장기 연평균 수익률은 3년 0.95%, 5년 5.1%, 7년 3.84%, 10년 3.14%를 기록했다.퇴직연금 적립금 상위 10개 사업자 중 IRP는 5,7,10년 수익률 1위, DC는 3,5,7,10년 수익률에서 1위를 차지했다.특히 변동성이 컸던 시장상황에서 DC·IRP 모두 5년 연평균 수익률 5%대를 달성한 것은 퇴직연금 적립금 상위 10개 사업자 중 미래에셋증권이 유일하다.연금은 장기투자 상품으로 장기적인 관점에서 체계적인 상품을 운용하고 목표 수익률을 달성하는 것이 무엇보다 중요하다.미래에셋증권은 장기수익률 관리의 일환으로 연금자산관리센터를 통해 연금 고객들의 수익률을 주기적으로 분석하고 운용현황을 점검해 효율적으로 연금자산을 운용하고 있다.또한 로보어드바이저와 MP구독 등 차별화된 글로벌 포트폴리오 서비스로 장기수익률 제고에 힘쓰고 있다.로보어드바이저의 경우 최근 적립금 1조원을 돌파하였으며, MP구독서비스 가입 금액도 2023년말 기준 6909억원으로 1년전보다 1500억원 이상 늘었다.한편 미래에셋증권은 연금고객의 폭발적인 상장지수펀드(ETF) 매수 수요에 맞춰 ETF 적립식 자동매수서비스를 시작하는 등 고객 스스로 연금에 투자할 수 있는 고객 친화적 시스템을 갖추고 있다.최종진 미래에셋증권 연금본부장은 “연금을 우수한 수익률로 장기간 안정적으로 운용하기 위해서는 투자와 관리가 병행돼야 한다”며 “앞으로도 우량한 자산과 스마트한 글로벌 자산배분을 통해 연금자산 관리와 수익률 제고에 힘쓰겠다”고 말했다.",2024-02-13 11:34
기업/종목분석,"[특징주] MSCI 편입 에코프로머티, 장 초반 14% 급등",2024-02-13,4,https://n.news.naver.com/mnews/article/014/0005141357,"['F&F', '에코프로머티', '한진칼', '호텔신라']","[특징주] MSCI 편입 에코프로머티, 장 초반 14% 급등","MSCI 로고. 사진=연합뉴스 [파이낸셜뉴스] 모건스탠리캐피털인터내셔널(MSCI) 한국 지수 구성 종목에 신규 편입된 에코프로머티가 13일 장 초반 급등하고 있다. 이날 오전 11시 기준 에코프로머티는 전 거래일 대비 14.14% 급등한 19만6200원에 거래되고 있다. MSCI는 전체 시총과 유동 시총을 기준으로 지수 편입 종목을 선정한다. MSCI는 2월 정기 리뷰에서 한국 지수에 에코프로머티와 한진칼을 새로 편입했다. 반면 F&F, 호텔신라, 현대미포조선, JYP엔터테인먼트, 펄어비스 등 5개 종목은 편출했다. MSCI 지수에 편입되면 지수를 추종하는 글로벌 패시브 자금의 유입을 기대할 수 있다.",2024-02-13 11:09
기업/종목분석,"F&F, MSCI 한국지수 제외에 '하락세'",2024-02-13,4,https://n.news.naver.com/mnews/article/008/0004997835,"['F&F', '에코프로머티', '한진칼', '호텔신라']","F&F, MSCI 한국지수 제외에 '하락세'","특징주 머니투데이,특징주,삽화,일러스트,증권부 /사진=임종철의류 패션 기업 F&F가 모건스탠리캐피털인터내셔널(MSCI) 한국지수에서 편출됐다는 소식에 하락세다.13일 증시에서 오전 10시48분 기준 F&F는 전거래일 대비 2400원(3.43%) 하락한 6만7600원에 거래되고 있다.이날 MSCI는 2월 정기 지수 조정을 통해 한국지수에서 F&F를 비롯해 호텔신라, 현대미포조선, JYP Ent., 펄어비스 등 5개 종목을 편출한다고 밝혔다. 에코프로머티와 한진칼은 신규 편입됐다. MSCI 지수는 모건스탠리의 글로벌 지수로 매년 4차례 정기 변경을 실시한다.F&F의 지난해 4분기 실적도 기대를 밑돌았다. F&F의 매출액은 전년 동기 대비 4.4% 증가한 5832억원, 영업이익은 전년 동기 대비 8.2% 감소한 1440억원을 기록하며 컨센서스(시장 기대치)를 하회했다. 매출 부진과 함께 신규 브랜드 육성, 위안화 약세, 신사업 투자 확대 등의 영향으로 OPM(영업이익률)은 전년 동기 대비 8.2%p 하락한 24.7%를 기록했다. 이진협 한화투자증권 연구원은 이날 낸 리포트에서 실적 전망치 하향에 따라 목표 주가를 기존 13만원에서 10만원으로 하향했다.",2024-02-13 11:03
기업/종목분석,"라온시큐어, DGB대구은행 '행원 개인화 인증' 구축",2024-02-13,4,https://n.news.naver.com/mnews/article/008/0004997827,[],"라온시큐어, DGB대구은행 '행원 개인화 인증' 구축","라온시큐어가 생체인증 솔루션 '원패스(OnePass)'로 DGB대구은행에 '개인화 인증 시스템'을 구축했다고 13일 밝혔다.DGB대구은행 은행원들은 업무용 시스템에 로그인할 때 안면·모바일 생체인증(FaceID·지문), mOTP(모바일 일회성 비밀번호) 등을 이용할 수 있게 됐다.앞서 DGB대구은행은 ID·비밀번호 방식의 취약점을 이용한 내부자 금융사고를 예방하라는 금융감독원 지침 등에 따라 '패스워드리스(Passwordless)'를 도입하기 위한 시스템 구축사업을 진행했다.라온시큐어는 원패스가 FIDO 얼라이언스 인증을 획득한 다채널 인증 플랫폼으로, 금융권을 비롯한 국내외 고객사 1000곳 이상에 서비스를 제공하고 있다고 밝혔다.",2024-02-13 10:55
기업/종목분석,"신한투자증권, 1월 리테일 채권판매 1조6000억원 돌파",2024-02-13,4,https://n.news.naver.com/mnews/article/014/0005141335,['SK'],"신한투자증권, 1월 리테일 채권판매 1조6000억원 돌파","서울 여의도에 위치한 신한투자증권 본사사옥 전경(신한투자증권 제공) /사진=뉴스1 [파이낸셜뉴스] 신한투자증권은 지난 1월 리테일 채권 판매 금액이 1조6000억원을 돌파했다고 13일 밝혔다. 신한투자증권은 지난달 AA급이상 원화채권 및 미 국채 등 달러표시채권을 중심으로 판매한 결과, 한 달 만에 판매금액이 1조6000억원을 넘어섰다. 이는 지난해 12월 대비 116% 이상 증가한 수치다. 특히 SK에코플랜트가 발행한 월 이자 지급식 선순위 채권 390억원이 완판되며 높은 관심을 나타냈다. 신한투자증권은 채권 판매 증가 배경으로 우량상품의 적시 공급을 꼽았다. 신한투자증권은 올 1월 조직개편을 통해 상품 공급의 핵심 역할을 하는 자산관리사업그룹을 리테일 사업을 총괄하는 자산관리부문대표 직속 관리 하에 두었다. 이를 통해 더 빠르고 강력한 실행 및 지원이 가능한 체계로 개편했다. 이를 통해 시장 변화에 탄력적으로 대응할 수 있고, 국면별 최적의 솔루션을 바탕으로 고객을 위한 우량상품을 적시에 공급할 수 있게 됐다는 설명이다. 더불어 신한투자증권은 채권 세미나 개최 및 이벤트, 직원 교육을 병행하며 채권을 통한 다양한 고객수익률 제고 활동에 박차를 가하고 있다. 이선훈 신한투자증권 자산관리부문대표는 ""채권이 다른 금융상품에 비해 변동성이 적고 안정적인 수익으로 고객들의 주요한 재테크 수단으로 떠오르고 있다""며 ""앞으로도 더욱 경쟁력 있는 채권상품을 공급하도록 노력하겠다""고 밝혔다.",2024-02-13 10:44
