section,title,date,page,url,relate_stock,real_title,contents,datetime
공시/메모,"토마토시스템, 주당 90원 결산 현금배당 결정",2024-02-13,1,https://n.news.naver.com/mnews/article/018/0005672508,[],"토마토시스템, 주당 90원 결산 현금배당 결정",[이데일리 김보겸 기자] 토마토시스템(393210)은 주당 90원을 지급하는 결산 현금배당을 결정했다고 13일 공시했다.배당금 총액은 14억원으로 배당 기준일은 지난해 12월31일이다.,2024-02-13 18:05
공시/메모,"성도이엔지, 작년 영업익 136억…흑자전환",2024-02-13,1,https://n.news.naver.com/mnews/article/018/0005672506,[],"성도이엔지, 작년 영업익 136억…흑자전환",주당 100원 결산 현금배당 결정[이데일리 김보겸 기자] 성도이엔지(037350)는 작년 연결 영업이익이 136억원을 기록해 전년 대비 흑자 전환했다고 13일 공시했다.같은 기간 매출액은 6811억원으로 3.5% 감소했고 당기순이익은 25억원으로 235.8% 늘었다.한편 성도이엔지는 이날 주당 100원을 지급하는 결산 배당을 결정했다. 배당금 총액은 14억원으로 배당 기준일은 작년 12월31일이다.,2024-02-13 18:04
공시/메모,"체리부로, 작년 영업익 215억…전년比 30% ↑",2024-02-13,1,https://n.news.naver.com/mnews/article/018/0005672503,[],"체리부로, 작년 영업익 215억…전년比 30% ↑",[이데일리 김보겸 기자] 체리부로(066360)는 작년 연결 영업이익이 215억원을 기록해 전년 대비 30.3% 증가했다고 13일 공시했다.같은 기간 매출액은 3991억원으로 0.8% 감소했고 당기순이익은 141억원으로 54.3% 늘었다.,2024-02-13 18:03
공시/메모,"거래소, 동일철강 주권매매거래 정지",2024-02-13,1,https://n.news.naver.com/mnews/article/018/0005672501,[],"거래소, 동일철강 주권매매거래 정지",[이데일리 김보겸 기자] 한국거래소 코스닥시장본부는 관리종목 지정 우려로 동일철강(023790)에 대해 주권매매거래를 정지했다고 13일 공시했다. 정지기간은 이날 오후 2시44분부터 장 종료시까지다.,2024-02-13 18:02
공시/메모,"동일철강, 작년 영업손실 32억…적자전환",2024-02-13,1,https://n.news.naver.com/mnews/article/018/0005672500,[],"동일철강, 작년 영업손실 32억…적자전환",[이데일리 김보겸 기자] 동일철강(023790)은 작년 영업손실이 32억원을 기록해 전년 대비 적자 전환했다고 13일 공시했다.같은 기간 매출액은 215억원으로 33.4% 감소했고 당기순손실은 202억원으로 전년 대비 29.4% 증가했다.,2024-02-13 18:01
공시/메모,NHN 지난해 영업이익 555억원…전년 대비 42.2%↑,2024-02-13,1,https://n.news.naver.com/mnews/article/277/0005379262,[],NHN 지난해 영업이익 555억원…전년 대비 42.2%↑,NHN은 연결 기준 작년 한 해 영업이익이 555억원으로 전년보다 42.2% 증가한 것으로 잠정 집계됐다고 13일 공시했다.매출은 2조2696억원으로 전년 대비 7.3% 증가했다. 순손실은 90억원으로 적자 폭이 축소됐다.4분기 영업손실은 78억원으로 전년 동기(영업이익 100억원)와 비교해 적자 전환했다. 이 분기 매출은 5983억원이었으며 순손실은 579억원이었다.,2024-02-13 18:00
공시/메모,"바이오에프디엔씨, 작년 영업익 51억…전년比 5%↑",2024-02-13,1,https://n.news.naver.com/mnews/article/018/0005672497,[],"바이오에프디엔씨, 작년 영업익 51억…전년比 5%↑",[이데일리 김보겸 기자] 바이오에프디엔씨(251120)는 작년 영업이익이 51억원을 기록해 전년 대비 4.7% 증가했다고 13일 공시했다.같은 기간 매출액은 156억원으로 1.7% 감소했고 당기순이익은 56억원으로 30.2% 늘었다.,2024-02-13 17:59
공시/메모,NHN 작년 영업이익 555억원…전년 대비 42.2%↑,2024-02-13,2,https://n.news.naver.com/mnews/article/001/0014503075,[],NHN 작년 영업이익 555억원…전년 대비 42.2%↑,(서울=연합뉴스) 코스피 상장사 NHN은 연결 기준 작년 한 해 영업이익이 555억원으로 전년보다 42.2% 증가한 것으로 잠정 집계됐다고 13일 공시했다. 매출은 2조2천696억원으로 전년 대비 7.3% 증가했다. 순손실은 90억원으로 적자 폭이 축소됐다. 4분기 영업손실은 78억원으로 전년동기(영업이익 100억원)와 비교해 적자 전환했다. 이는 연합인포맥스가 집계한 시장 전망치(영업이익 117억원)와 크게 엇갈렸다. 이 분기 매출은 5천983억원이었으며 순손실은 579억원이었다. NHN 전경[NHN 제공] stock_news@yna.co.kr,2024-02-13 17:55
공시/메모,"젬백스, 진행성 핵상마비 치료제 美 임상 2상 계획 승인",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672496,[],"젬백스, 진행성 핵상마비 치료제 美 임상 2상 계획 승인",[이데일리 김보겸 기자] 젬백스(082270)는 미국 식품의약청(FDA)으로부터 진행성 핵상 마비(PSP) 치료제 후보물질 ‘GV1001’의 임상 2상 시험 계획(IND)을 승인받았다고 13일 밝혔다.,2024-02-13 17:58
공시/메모,"가온칩스, 작년 영업익 44억…전년比 12% ↑",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672495,[],"가온칩스, 작년 영업익 44억…전년比 12% ↑","[이데일리 김보겸 기자] 가온칩스(399720)는 작년 연결 영업이익이 44억원으로 전년 대비 11.90% 증가했다고 13일 공시했다.같은 기간 매출액과 순이익은 636억원, 63억원으로 각각 46.81%, 43.24% 늘었다.",2024-02-13 17:57
공시/메모,"밸로프, 작년 영업익 2억…전년比 94%↓",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672492,[],"밸로프, 작년 영업익 2억…전년比 94%↓",[이데일리 김보겸 기자] 밸로프(331520)는 작년 연결 영업이익이 2억원으로 전년 대비 94.17% 감소했다고 13일 공시했다.같은 기간 매출액은 359억원으로 17.28% 증가했고 순이익은 9억원으로 43.09% 줄었다.,2024-02-13 17:56
공시/메모,"뉴인텍, 지난해 영업손실 111억…전년 대비 35%↑",2024-02-13,2,https://n.news.naver.com/mnews/article/277/0005379258,[],"뉴인텍, 지난해 영업손실 111억…전년 대비 35%↑",뉴인텍은 작년 연결기준 영업손실이 111억원을 기록해 전년 대비 35.02% 증가했다고 13일 공시했다.같은 기간 매출액은 791억원으로 5.01% 증가했고 당기순손실은 128억원으로 33.15% 늘었다.,2024-02-13 17:55
공시/메모,"싸이버원, 29억 규모 지자체 정보보호 컨설팅계약 체결",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672491,[],"싸이버원, 29억 규모 지자체 정보보호 컨설팅계약 체결",[이데일리 김보겸 기자] 싸이버원(356890)은 지역정보개발원과 29억원 규모의 2024년 지자체 주요정보통신기반시설 및 기초 지자체 정보보호 컨설팅계약을 체결했다고 13일 공시했다.이는 최근 대비 12.63%에 해당하는 규모다. 계약기간은 올해 말까지다.,2024-02-13 17:54
공시/메모,"와이지-원, 주당 280원 결산 현금배당 결정",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672490,[],"와이지-원, 주당 280원 결산 현금배당 결정",[이데일리 김보겸 기자] =와이지-원은 보통주 및 종류주 1주당 280원을 지급하는 결산 배당을 결정했다고 13일 공시했다.배당금 총액은 96억원으로 배당 기준일은 작년 12월31일이다.,2024-02-13 17:53
공시/메모,"안랩, 지난해 영업이익 264억원…전년 대비 2.09%↓",2024-02-13,2,https://n.news.naver.com/mnews/article/277/0005379255,[],"안랩, 지난해 영업이익 264억원…전년 대비 2.09%↓","안랩은 지난해 연결 기준 매출액 2392억105만원, 영업이익 264억2253만원을 기록했다고 13일 공시했다.전년 대비 매출은 4.92% 늘었고, 영업이익은 2.09% 감소했다.별도 기준 매출은 2298억원, 영업이익은 323억원이다. 이는 전년 대비 각각 6.2%, 10.6% 증가한 수치다.",2024-02-13 17:52
공시/메모,"지오엘리먼트, 작년 영업익 8억…전년比 90%↓",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672489,[],"지오엘리먼트, 작년 영업익 8억…전년比 90%↓","[이데일리 김보겸 기자] 지오엘리먼트(311320)는 개별 기준 작년 영업이익이 8억원을 기록해 전년 대비 89.6% 감소했다고 13일 공시했다.같은 기간 매출액과 순이익은 178억원, 22억원으로 각각 37.8%, 66.7% 줄었다.",2024-02-13 17:52
공시/메모,"레이크머티리얼즈, 지난해 영업이익 295억…전년 대비 17%↓",2024-02-13,2,https://n.news.naver.com/mnews/article/277/0005379254,[],"레이크머티리얼즈, 지난해 영업이익 295억…전년 대비 17%↓",레이크머티리얼즈는 지난해 연결 기준 영업이익이 295억원으로 전년보다 16.6% 감소한 것으로 잠정 집계됐다고 13일 공시했다.같은 기간 매출은 1178억원으로 10.4% 감소했다. 순이익은 243억원으로 10.7% 줄었다.,2024-02-13 17:51
공시/메모,CJ제일제당 지난해 영업이익 1조2916억…전년 대비 22%↓,2024-02-13,2,https://n.news.naver.com/mnews/article/277/0005379252,['CJ제일제당'],CJ제일제당 지난해 영업이익 1조2916억…전년 대비 22%↓,CJ제일제당은 연결 기준 지난해 영업이익이 1조2916억원으로 전년보다 22.4% 감소한 것으로 잠정 집계됐다고 13일 공시했다.매출은 29조235억원으로 3.5% 감소했다. 순이익은 5595억원으로 30.3% 줄었다.4분기 영업이익은 2983억원으로 전년 동기보다 24% 늘었다. 4분기 매출과 순이익은 각각 7조2894억원과 1519억원이었다.,2024-02-13 17:50
공시/메모,"아비코전자, 주당 50원 결산 현금배당 결정",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672486,[],"아비코전자, 주당 50원 결산 현금배당 결정",[이데일리 김보겸 기자] 아비코전자(036010)는 주당 50원을 지급하는 결산 배당을 결정했다고 13일 공시했다.배당금 총액은 7억원으로 배당 기준일은 작년 12월31일이다,2024-02-13 17:50
공시/메모,"뉴인텍, 작년 영업손실 111억…전년比 35%↑",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672483,[],"뉴인텍, 작년 영업손실 111억…전년比 35%↑",[이데일리 김보겸 기자] 뉴인텍(012340)은 작년 연결기준 영업손실이 111억원을 기록해 전년 대비 35.02% 증가했다고 13일 공시했다.같은 기간 매출액은 791억원으로 5.01% 증가했고 당기순손실은 128억원으로 33.15% 늘었다.,2024-02-13 17:50
공시/메모,"웅진씽크빅, 지난해 영업이익 55억…전년 대비 79.8%↑",2024-02-13,2,https://n.news.naver.com/mnews/article/277/0005379251,[],"웅진씽크빅, 지난해 영업이익 55억…전년 대비 79.8%↑",웅진씽크빅은 지난해 영업이익이 55억7200만원으로 전년동기 대비 79.8% 줄었다고 13일 공시했다.같은 기간 매출액은 8900억원으로 4.6% 줄었고 당기순손익은 327억8100만원으로 적자전환했다.,2024-02-13 17:48
공시/메모,"레이크머티리얼즈, 작년 영업익 295억…전년比 17%↓",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672480,[],"레이크머티리얼즈, 작년 영업익 295억…전년比 17%↓",[이데일리 김보겸 기자] 레이크머티리얼즈(281740)는 작년 연결 기준 영업이익이 295억원으로 전년보다 16.6% 감소한 것으로 잠정 집계됐다고 13일 공시했다.같은 기간 매출은 1178억원으로 10.4% 감소했다. 순이익은 243억원으로 10.7% 줄었다.,2024-02-13 17:48
공시/메모,"대성미생물, 작년 영업손실 7억…전년比 110%↓",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672476,[],"대성미생물, 작년 영업손실 7억…전년比 110%↓",[이데일리 김보겸 기자] 대성미생물(036480)은 개별 기준 작년 영업손실이 110.4% 감소한 6억8901만원을 기록했다고 13일 공시했다.같은 기간 매출액은 0.2% 증가한 255억원을 기록했으며 당기순손실은 6억7967만원으로 적자전환했다.,2024-02-13 17:47
공시/메모,"한일시멘트, 지난해 영업이익 2466억…전년 대비 109%↑",2024-02-13,2,https://n.news.naver.com/mnews/article/277/0005379249,[],"한일시멘트, 지난해 영업이익 2466억…전년 대비 109%↑",한일시멘트는 지난해 영업이익이 2466억원으로 전년동기 대비 109% 증가했다고 13일 공시했다.같은 기간 매출액은 1조8006억원으로 21% 늘었고 당기순이익은 1850억원으로 111% 불어났다.,2024-02-13 17:45
공시/메모,"하이소닉, 20억 규모 CB 발행 결정",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672474,[],"하이소닉, 20억 규모 CB 발행 결정",[이데일리 김보겸 기자] 하이소닉(106080)은 운영자금 조달을 위해 20억원 규모의 전환사채 발행을 결정했다고 13일 공시했다.만기이자율은 7.0%로 납입일은 오는 14일이다.,2024-02-13 17:45
공시/메모,"지투파워, 지난해 영업손실 8억원…적자 전환",2024-02-13,2,https://n.news.naver.com/mnews/article/277/0005379248,[],"지투파워, 지난해 영업손실 8억원…적자 전환","지투파워는 지난 연결기준 영업손실이 8억원으로 전년 대비 적자전환했다고 13일 공시했다.같은 기간 매출액은 32.2% 증가한 494억원, 당기순이익은 2.7% 증가한 7억원을 기록했다.",2024-02-13 17:44
공시/메모,"아모그린텍, 작년 영업이익 122억…전년比 39%↑",2024-02-13,2,https://n.news.naver.com/mnews/article/018/0005672472,[],"아모그린텍, 작년 영업이익 122억…전년比 39%↑","[이데일리 김보겸 기자] 아모그린텍(125210)은 작년 개별 기준 영업이익이 전년 대비 39.06% 증가한 122억원을 기록했다고 13일 공시했다. 같은 기간 매출액은 3.85% 증가한 1476억원, 당기순이익은 12.65% 증가한 128억원으로 집계됐다.",2024-02-13 17:44
공시/메모,"SK네트웍스, 지난해 영업익 2천373억원…전년보다 33.6%↑(종합)",2024-02-13,3,https://n.news.naver.com/mnews/article/001/0014502944,['SK'],"SK네트웍스, 지난해 영업익 2천373억원…전년보다 33.6%↑(종합)","정기 배당액 200원으로 높이고 자사주 6.1% 소각 SK네트웍스 CI[SK네트웍스 제공](서울=연합뉴스) 이슬기 기자 = SK네트웍스는 지난해 영업이익이 전년보다 33.6% 증가한 2천373억원으로 잠정 집계됐다고 13일 공시했다. 매출은 9조1천339억원으로 전년보다 3.1% 줄었다. 지난해 4분기 매출은 2조4천71억원, 영업이익은 505억원을 기록했다. 워커힐 및 주요 투자사의 체질 개선을 바탕으로 수익이 본격적으로 확대했다고 SK네트웍스는 분석했다. 이와 함께 SK네트웍스는 주주가치 제고를 위해 정기 배당액을 높이고, 자사주 6.1%를 소각하기로 했다 SK네트웍스 이사회는 이날 기존에 보통주당 120원(우선주 145원)이었던 정기 배당을 200원(우선주 225원)으로 높이는 안건을 의결했다. 또 다음 달 초에는 1천450만363주의 자사주를 소각한다. 이는 전체 주식의 6.1% 규모로, 평균 취득단가 기준 770억원 규모에 이른다. 앞서 SK네트웍스는 지난해 자사주 5%를 소각한 바 있다. 이호정 SK네트웍스 대표이사는 ""어려운 환경 가운데 호실적을 만들어낸 지난해에 이어 올해 인공지능(AI) 중심의 사업형 투자회사로서 더욱 확실하고 빠르게 혁신을 추진할 것""이라며 ""경영층의 의지를 담아 시행하는 주주환원 정책이 더 큰 가치 창출과 기업 가치 향상으로 이어지도록 하겠다""고 밝혔다. wise@yna.co.kr",2024-02-13 17:02
공시/메모,"지투파워, 작년 영업손실 8억원…적자전환",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672468,[],"지투파워, 작년 영업손실 8억원…적자전환","[이데일리 김보겸 기자] 지투파워(388050)는 작년 연결기준 영업손실이 8억원으로 전년 대비 적자전환했다고 13일 공시했다. 같은 기간 매출액은 32.2% 증가한 494억원, 당기순이익은 2.7% 증가한 7억원을 기록했다.",2024-02-13 17:42
공시/메모,"거래소, 파멥신 실질심사 대상 조사기간 연장",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672467,[],"거래소, 파멥신 실질심사 대상 조사기간 연장",[이데일리 김보겸 기자] 한국거래소 코스닥시장본부는 13일 파멥신(208340) 실질심사 대상여부 결정을 위한 조사기간을 연장한다고 밝혔다. 애초 13일까지였던 조사기간을 내달 6일까지 연장한다.,2024-02-13 17:41
공시/메모,"CS, 58억 규모 5G 광중계기외 공급계약",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672465,"['SK', 'SK텔레콤']","CS, 58억 규모 5G 광중계기외 공급계약",[이데일리 김보겸 기자] CS(065770)는 SK텔레콤(017670)과 약 58억원 규모 5G 광중계기외 공급 계약을 맺었다고 13일 공시했다. 이는 최근 매출액의 16.63%에 해당하는 규모다. 계약기간은 지난 8일부터 5월31일까지다.,2024-02-13 17:39
공시/메모,"유진테크놀로지, 71억 규모 전환사채 평가손실 발생",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672463,[],"유진테크놀로지, 71억 규모 전환사채 평가손실 발생",[이데일리 김보겸 기자] 유진테크놀로지(240600)는 71억원 규모 파생상품금융부채(전환사채) 평가손실이 발생했다고 13일 공시했다. 이는 자기자본대비 14.7% 규모다. 회사 측은 “주가 상승으로 전환사채 전환가격과 주가간 차이로 인해 파생상품 거래손실을 인식했다”고 설명했다.,2024-02-13 17:38
공시/메모,"디엔에프, 주당 200원 결산 현금배당 결정",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672460,[],"디엔에프, 주당 200원 결산 현금배당 결정",[이데일리 김보겸 기자] 디엔에프(092070)는 주당 200원 결산 현금배당을 결정했다고 13일 공시했다.시가배당율은 0.87%로 배당금총액은 약 23억원이다. 배당기준일은 지난해 12월31일이다.,2024-02-13 17:35
공시/메모,"엑셈, 자기주식 전량 현물배당 결정",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672456,[],"엑셈, 자기주식 전량 현물배당 결정",[이데일리 김보겸 기자] 엑셈(205100)은 보통주 1주당 자기주식 0.01125757주 현물배당을 결정했다고 13일 공시했다. 자기주식 전량(80만1115주) 현물배당이다. 주당 배당금은 28원으로 배당금 총액은 약 20억원이다.,2024-02-13 17:33
공시/메모,"엑셈, 작년 영업익 47억…전년比 62%↓",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672391,[],"엑셈, 작년 영업익 47억…전년比 62%↓","[이데일리 김보겸 기자] 엑셈(205100)은 작년 연결기준 영업이익이 전년 대비 61.8% 감소한 47억원을 기록했다고 13일 공시했다. 같은 기간 매출액은 2.8% 감소한 535억원, 당기순이익은 3.9% 증가한 99억원으로 집계됐다.",2024-02-13 16:26
공시/메모,"에프에스티, 주당 50원 결산 현금배당",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672389,[],"에프에스티, 주당 50원 결산 현금배당",[이데일리 김보겸 기자] 에프에스티(036810)는 주당 50원 결산 현금배당을 결정했다고 13일 공시했다. 시가배당율은 0.2%이며 배당금총액은 9억7982만원이다. 배당기준일은 작년 12월31일이다.,2024-02-13 16:25
공시/메모,"바이오플러스, 주당 70원 결산 현금배당 결정",2024-02-13,3,https://n.news.naver.com/mnews/article/018/0005672387,[],"바이오플러스, 주당 70원 결산 현금배당 결정",[이데일리 김보겸 기자] 바이오플러스(099430)는 주당 70원 결산 현금배당을 결정했다고 13일 공시했다. 시가배당율은 1.0%이며 배당금총액은 약 42억원이다. 배당기준일은 작년 12월31일이다.,2024-02-13 16:24
공시/메모,"한신공영, 작년 영업이익 121억원…전년 대비 69%↓",2024-02-13,3,https://n.news.naver.com/mnews/article/001/0014502684,[],"한신공영, 작년 영업이익 121억원…전년 대비 69%↓","매출액 1조3천억원 7%↑, 당기순이익 208억원 48%↓ 한신공영 본사[한신공영 제공. 재판매 및 DB 금지](서울=연합뉴스) 김희선 기자 = 한신공영은 연결 기준 작년 영업이익이 120억원으로 전년보다 69% 감소한 것으로 잠정 집계됐다고 13일 공시했다. 매출액은 1조3천67억원으로 전년 대비 7% 늘었고, 당기순이익은 208억원으로 48% 감소했다. 작년 말 부채비율은 연결 기준 228%로 2022년 말에 비해 5%포인트 높아졌지만, 작년 3분기 말과 비교하면 18%포인트 낮아졌다. 별도 기준 작년 말 부채비율은 지난해 3분기 말보다 23%포인트 하락한 158%를 기록했다. 회사 측은 ""분양률 90%를 넘어선 포항 한신더휴 펜타시티, 아산 한신더휴 등 2개 자체 사업장의 공사 진행에 따라 매출액이 증가했지만, 공사비 증가에 따른 원가율 상승으로 당기순이익은 줄었다""면서 ""부채비율 감소는 차입금 등의 감소에 따른 것""이라고 설명했다. 한국신용평가에 따르면 작년 9월 기준 한신공영의 프로젝트파이낸싱(PF) 우발채무 규모는 자기자본 대비 21% 수준인 1천500억원이다. 한신공영 관계자는 ""주택사업에 집중된 다른 건설사와 달리 공공부문 매출 포트폴리오가 40% 이상이며 도시정비사업 수주에 집중해 낮은 PF 우발채무 규모를 유지하고 있다""며 ""3천억원 이상의 현금성 자산과 보유 부동산 기반의 대체 자금 능력 등을 통해 장기간 부동산 시장 침체에 대비하고 있다""고 덧붙였다. hisunny@yna.co.kr",2024-02-13 16:11
